date,transaction_id,department,gl_code,gl_category,description,amount,vendor,transaction_type,month,year,source,role_visibility,status
2023-05-31,GL000496,Sales,6000,Payroll & Benefits,May 2023 payroll for E026,10635.93,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-05-31,GL000497,Sales,6000,Payroll & Benefits,May 2023 payroll for E027,10842.96,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-05-31,GL000498,Sales,6000,Payroll & Benefits,May 2023 payroll for E028,11050.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-05-31,GL000499,Marketing,6000,Payroll & Benefits,May 2023 payroll for E029,7920.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-31,GL000500,Marketing,6000,Payroll & Benefits,May 2023 payroll for E030,8221.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-31,GL000501,Marketing,6000,Payroll & Benefits,May 2023 payroll for E031,8522.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-31,GL000502,Marketing,6000,Payroll & Benefits,May 2023 payroll for E032,8823.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-31,GL000503,Marketing,6000,Payroll & Benefits,May 2023 payroll for E033,9124.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-31,GL000504,Marketing,6000,Payroll & Benefits,May 2023 payroll for E034,9425.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-31,GL000505,Product,6000,Payroll & Benefits,May 2023 payroll for E035,11480.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-05-31,GL000506,Product,6000,Payroll & Benefits,May 2023 payroll for E036,11910.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-05-31,GL000507,Product,6000,Payroll & Benefits,May 2023 payroll for E037,12340.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-05-31,GL000508,Product,6000,Payroll & Benefits,May 2023 payroll for E038,12770.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-05-31,GL000509,Product,6000,Payroll & Benefits,May 2023 payroll for E039,13200.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-05-31,GL000510,Operations,6000,Payroll & Benefits,May 2023 payroll for E040,6860.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-31,GL000511,Operations,6000,Payroll & Benefits,May 2023 payroll for E041,7075.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-31,GL000512,Operations,6000,Payroll & Benefits,May 2023 payroll for E042,7290.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-31,GL000513,Operations,6000,Payroll & Benefits,May 2023 payroll for E043,7505.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-31,GL000514,Operations,6000,Payroll & Benefits,May 2023 payroll for E044,7720.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-31,GL000515,Operations,6000,Payroll & Benefits,May 2023 payroll for E045,7935.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-31,GL000516,Operations,6000,Payroll & Benefits,May 2023 payroll for E046,8150.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-31,GL000517,Finance,6000,Payroll & Benefits,May 2023 payroll for E047,8920.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2023-05-31,GL000518,Finance,6000,Payroll & Benefits,May 2023 payroll for E048,9421.67,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2023-05-31,GL000519,Finance,6000,Payroll & Benefits,May 2023 payroll for E049,9923.33,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2023-05-31,GL000520,Finance,6000,Payroll & Benefits,May 2023 payroll for E050,10425.0,Gusto,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2023-05-03,GL000521,Engineering,6100,Cloud Infrastructure,"AWS usage line 1: compute, storage, and observability",737.66,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-04,GL000522,Engineering,6100,Cloud Infrastructure,"AWS usage line 2: compute, storage, and observability",756.1,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-05,GL000523,Engineering,6100,Cloud Infrastructure,"AWS usage line 3: compute, storage, and observability",774.54,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-06,GL000524,Engineering,6100,Cloud Infrastructure,"AWS usage line 4: compute, storage, and observability",792.98,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-07,GL000525,Engineering,6100,Cloud Infrastructure,"AWS usage line 5: compute, storage, and observability",811.42,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-08,GL000526,Engineering,6100,Cloud Infrastructure,"AWS usage line 6: compute, storage, and observability",829.86,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-09,GL000527,Engineering,6100,Cloud Infrastructure,"AWS usage line 7: compute, storage, and observability",848.3,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-10,GL000528,Engineering,6100,Cloud Infrastructure,"AWS usage line 8: compute, storage, and observability",866.75,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-11,GL000529,Engineering,6100,Cloud Infrastructure,"AWS usage line 9: compute, storage, and observability",885.19,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-12,GL000530,Engineering,6100,Cloud Infrastructure,"AWS usage line 10: compute, storage, and observability",903.63,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-13,GL000531,Engineering,6100,Cloud Infrastructure,"AWS usage line 11: compute, storage, and observability",922.07,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-14,GL000532,Engineering,6100,Cloud Infrastructure,"AWS usage line 12: compute, storage, and observability",940.51,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-15,GL000533,Engineering,6100,Cloud Infrastructure,"AWS usage line 13: compute, storage, and observability",958.95,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-16,GL000534,Engineering,6100,Cloud Infrastructure,"AWS usage line 14: compute, storage, and observability",977.39,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-17,GL000535,Engineering,6100,Cloud Infrastructure,"AWS usage line 15: compute, storage, and observability",995.84,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-18,GL000536,Engineering,6100,Cloud Infrastructure,"AWS usage line 16: compute, storage, and observability",1014.28,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-19,GL000537,Engineering,6100,Cloud Infrastructure,"AWS usage line 17: compute, storage, and observability",1032.72,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-20,GL000538,Engineering,6100,Cloud Infrastructure,"AWS usage line 18: compute, storage, and observability",1051.16,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-21,GL000539,Engineering,6100,Cloud Infrastructure,"AWS usage line 19: compute, storage, and observability",1069.6,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-22,GL000540,Engineering,6100,Cloud Infrastructure,"AWS usage line 20: compute, storage, and observability",1088.04,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-03,GL000541,Engineering,6100,Cloud Infrastructure,"AWS usage line 21: compute, storage, and observability",1106.48,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-04,GL000542,Engineering,6100,Cloud Infrastructure,"AWS usage line 22: compute, storage, and observability",1124.93,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-05,GL000543,Engineering,6100,Cloud Infrastructure,"AWS usage line 23: compute, storage, and observability",1143.37,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-06,GL000544,Engineering,6100,Cloud Infrastructure,"AWS usage line 24: compute, storage, and observability",1161.81,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-07,GL000545,Engineering,6100,Cloud Infrastructure,"AWS usage line 25: compute, storage, and observability",1180.25,AWS,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-06,GL000546,Product,6100,Cloud Infrastructure,GCP analytics workload 1,601.77,GCP,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-05-07,GL000547,Product,6100,Cloud Infrastructure,GCP analytics workload 2,684.27,GCP,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-05-08,GL000548,Product,6100,Cloud Infrastructure,GCP analytics workload 3,766.77,GCP,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-05-09,GL000549,Product,6100,Cloud Infrastructure,GCP analytics workload 4,849.27,GCP,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-05-10,GL000550,Product,6100,Cloud Infrastructure,GCP analytics workload 5,931.78,GCP,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-05-07,GL000551,Operations,6200,SaaS Tools & Subscriptions,Company Slack workspace subscription,675.2,Slack,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-08,GL000552,Operations,6200,SaaS Tools & Subscriptions,Notion knowledge base seats,506.4,Notion,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-09,GL000553,Operations,6200,SaaS Tools & Subscriptions,Zoom business conferencing licenses,759.6,Zoom,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-10,GL000554,Sales,6200,SaaS Tools & Subscriptions,Salesforce CRM seats and automation,3460.4,Salesforce,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-05-11,GL000555,Finance,6200,SaaS Tools & Subscriptions,Stripe billing and revenue tooling,928.4,Stripe,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2023-05-12,GL000556,Engineering,6200,SaaS Tools & Subscriptions,GitHub source control and CI seats,1012.8,GitHub,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-13,GL000557,Product,6200,SaaS Tools & Subscriptions,Figma product design seats,548.6,Figma,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-05-10,GL000558,Operations,6600,Office & Facilities,WeWork office rent and facilities,10676.6,WeWork,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-11,GL000559,Operations,6600,Office & Facilities,"Office supplies, snacks, and workplace services",1772.4,Staples,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-12,GL000560,Operations,6600,Office & Facilities,Distributed team equipment and shipping,1392.6,Apple,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-05-12,GL000561,Marketing,6300,Sales & Marketing,Q2 campaign spend: Google Ads,2170.29,Google Ads,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-13,GL000562,Marketing,6300,Sales & Marketing,Q2 campaign spend: LinkedIn,2170.29,LinkedIn,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-14,GL000563,Marketing,6300,Sales & Marketing,Q2 campaign spend: HubSpot,2170.29,HubSpot,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-15,GL000564,Marketing,6300,Sales & Marketing,Q2 campaign spend: Clearbit,2170.29,Clearbit,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-16,GL000565,Marketing,6300,Sales & Marketing,Q2 campaign spend: Webflow,2170.29,Webflow,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-17,GL000566,Marketing,6300,Sales & Marketing,Q2 campaign spend: Customer.io,2170.29,Customer.io,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-18,GL000567,Marketing,6300,Sales & Marketing,Q2 campaign spend: Sendoso,2170.29,Sendoso,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-05-18,GL000568,Sales,6400,Travel & Entertainment,Q2 customer travel and field expense: Ramp,1371.5,Ramp,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-05-19,GL000569,Sales,6400,Travel & Entertainment,Q2 customer travel and field expense: Delta,1371.5,Delta,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-05-20,GL000570,Sales,6400,Travel & Entertainment,Q2 customer travel and field expense: Marriott,1371.5,Marriott,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-05-21,GL000571,Sales,6400,Travel & Entertainment,Q2 customer travel and field expense: Uber,1371.5,Uber,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-05-20,GL000572,Engineering,6700,R&D Expenses,Product research and development expense: Toptal,1024.86,Toptal,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-21,GL000573,Product,6700,R&D Expenses,Product research and development expense: UserTesting,1024.86,UserTesting,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-05-22,GL000574,Engineering,6700,R&D Expenses,Product research and development expense: Linear,1024.86,Linear,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-23,GL000575,Engineering,6700,R&D Expenses,Product research and development expense: Datadog,1024.86,Datadog,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-24,GL000576,Engineering,6700,R&D Expenses,Product research and development expense: Sentry,1024.86,Sentry,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-25,GL000577,Engineering,6700,R&D Expenses,Product research and development expense: OpenAI,1024.86,OpenAI,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-26,GL000578,Engineering,6700,R&D Expenses,Product research and development expense: BrowserStack,1024.86,BrowserStack,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-05-16,GL000579,Finance,6500,Professional Services,Series A fundraising legal diligence and closing costs,60768.0,Cooley,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2023-05-24,GL000580,Finance,6500,Professional Services,Monthly bookkeeping and controller advisory,3798.0,Pilot,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2023-05-26,GL000581,Finance,6500,Professional Services,Employment counsel and contract review,3207.2,Cooley,expense,2023-05,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
2023-06-30,GL000589,Engineering,6000,Payroll & Benefits,June 2023 payroll for E001,12720.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000590,Engineering,6000,Payroll & Benefits,June 2023 payroll for E002,12871.76,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000591,Engineering,6000,Payroll & Benefits,June 2023 payroll for E003,13023.53,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000592,Engineering,6000,Payroll & Benefits,June 2023 payroll for E004,13175.29,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000593,Engineering,6000,Payroll & Benefits,June 2023 payroll for E005,13327.06,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000594,Engineering,6000,Payroll & Benefits,June 2023 payroll for E006,13478.82,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000595,Engineering,6000,Payroll & Benefits,June 2023 payroll for E007,13630.59,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000596,Engineering,6000,Payroll & Benefits,June 2023 payroll for E008,13782.35,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000597,Engineering,6000,Payroll & Benefits,June 2023 payroll for E009,13934.12,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000598,Engineering,6000,Payroll & Benefits,June 2023 payroll for E010,14085.88,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000599,Engineering,6000,Payroll & Benefits,June 2023 payroll for E011,14237.65,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000600,Engineering,6000,Payroll & Benefits,June 2023 payroll for E012,14389.41,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000601,Engineering,6000,Payroll & Benefits,June 2023 payroll for E013,14541.18,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000602,Engineering,6000,Payroll & Benefits,June 2023 payroll for E014,14692.94,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000603,Engineering,6000,Payroll & Benefits,June 2023 payroll for E015,14844.71,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000604,Engineering,6000,Payroll & Benefits,June 2023 payroll for E016,14996.47,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000605,Engineering,6000,Payroll & Benefits,June 2023 payroll for E017,15148.24,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000606,Engineering,6000,Payroll & Benefits,June 2023 payroll for E018,15300.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Engineering']",
2023-06-30,GL000607,Sales,6000,Payroll & Benefits,June 2023 payroll for E019,9186.67,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-06-30,GL000608,Sales,6000,Payroll & Benefits,June 2023 payroll for E020,9393.7,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-06-30,GL000609,Sales,6000,Payroll & Benefits,June 2023 payroll for E021,9600.74,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-06-30,GL000610,Sales,6000,Payroll & Benefits,June 2023 payroll for E022,9807.78,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-06-30,GL000611,Sales,6000,Payroll & Benefits,June 2023 payroll for E023,10014.81,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-06-30,GL000612,Sales,6000,Payroll & Benefits,June 2023 payroll for E024,10221.85,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-06-30,GL000613,Sales,6000,Payroll & Benefits,June 2023 payroll for E025,10428.89,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-06-30,GL000614,Sales,6000,Payroll & Benefits,June 2023 payroll for E026,10635.93,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-06-30,GL000615,Sales,6000,Payroll & Benefits,June 2023 payroll for E027,10842.96,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-06-30,GL000616,Sales,6000,Payroll & Benefits,June 2023 payroll for E028,11050.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Sales']",
2023-06-30,GL000617,Marketing,6000,Payroll & Benefits,June 2023 payroll for E029,7920.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-06-30,GL000618,Marketing,6000,Payroll & Benefits,June 2023 payroll for E030,8221.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-06-30,GL000619,Marketing,6000,Payroll & Benefits,June 2023 payroll for E031,8522.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-06-30,GL000620,Marketing,6000,Payroll & Benefits,June 2023 payroll for E032,8823.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-06-30,GL000621,Marketing,6000,Payroll & Benefits,June 2023 payroll for E033,9124.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-06-30,GL000622,Marketing,6000,Payroll & Benefits,June 2023 payroll for E034,9425.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Marketing']",
2023-06-30,GL000623,Product,6000,Payroll & Benefits,June 2023 payroll for E035,11480.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-06-30,GL000624,Product,6000,Payroll & Benefits,June 2023 payroll for E036,11910.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-06-30,GL000625,Product,6000,Payroll & Benefits,June 2023 payroll for E037,12340.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-06-30,GL000626,Product,6000,Payroll & Benefits,June 2023 payroll for E038,12770.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-06-30,GL000627,Product,6000,Payroll & Benefits,June 2023 payroll for E039,13200.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Product']",
2023-06-30,GL000628,Operations,6000,Payroll & Benefits,June 2023 payroll for E040,6860.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-06-30,GL000629,Operations,6000,Payroll & Benefits,June 2023 payroll for E041,7075.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-06-30,GL000630,Operations,6000,Payroll & Benefits,June 2023 payroll for E042,7290.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-06-30,GL000631,Operations,6000,Payroll & Benefits,June 2023 payroll for E043,7505.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-06-30,GL000632,Operations,6000,Payroll & Benefits,June 2023 payroll for E044,7720.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-06-30,GL000633,Operations,6000,Payroll & Benefits,June 2023 payroll for E045,7935.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-06-30,GL000634,Operations,6000,Payroll & Benefits,June 2023 payroll for E046,8150.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Operations']",
2023-06-30,GL000635,Finance,6000,Payroll & Benefits,June 2023 payroll for E047,8920.0,Gusto,expense,2023-06,2023,gl,"['CEO', 'CFO', 'Finance Analyst', 'Department Head', 'Finance']",
