month,employee_id,department,role,base_salary,bonus,benefits,total_cost
2023-08,E006,Engineering,Senior Software Engineer,11232.35,0.0,2246.47,13478.82
2023-08,E007,Engineering,Staff Engineer,11358.82,0.0,2271.76,13630.59
2023-08,E008,Engineering,DevOps Engineer,11485.29,0.0,2297.06,13782.35
2023-08,E009,Engineering,Software Engineer,11611.76,0.0,2322.35,13934.12
2023-08,E010,Engineering,Senior Software Engineer,11738.24,0.0,2347.65,14085.88
2023-08,E011,Engineering,Staff Engineer,11864.71,0.0,2372.94,14237.65
2023-08,E012,Engineering,DevOps Engineer,11991.18,0.0,2398.24,14389.41
2023-08,E013,Engineering,Software Engineer,12117.65,0.0,2423.53,14541.18
2023-08,E014,Engineering,Senior Software Engineer,12244.12,0.0,2448.82,14692.94
2023-08,E015,Engineering,Staff Engineer,12370.59,0.0,2474.12,14844.71
2023-08,E016,Engineering,DevOps Engineer,12497.06,0.0,2499.41,14996.47
2023-08,E017,Engineering,Software Engineer,12623.53,0.0,2524.71,15148.24
2023-08,E018,Engineering,Senior Software Engineer,12750.0,0.0,2550.0,15300.0
2023-08,E019,Sales,Account Executive,7066.67,706.67,1413.33,9186.67
2023-08,E020,Sales,Sales Development Rep,7225.93,722.59,1445.19,9393.7
2023-08,E021,Sales,Sales Manager,7385.19,738.52,1477.04,9600.74
2023-08,E022,Sales,Account Executive,7544.44,754.44,1508.89,9807.78
2023-08,E023,Sales,Sales Development Rep,7703.7,770.37,1540.74,10014.81
2023-08,E024,Sales,Sales Manager,7862.96,786.3,1572.59,10221.85
2023-08,E025,Sales,Account Executive,8022.22,802.22,1604.44,10428.89
2023-08,E026,Sales,Sales Development Rep,8181.48,818.15,1636.3,10635.93
2023-08,E027,Sales,Sales Manager,8340.74,834.07,1668.15,10842.96
2023-08,E028,Sales,Account Executive,8500.0,850.0,1700.0,11050.0
2023-08,E029,Marketing,Marketing Manager,6600.0,0.0,1320.0,7920.0
2023-08,E030,Marketing,Demand Generation Specialist,6850.83,0.0,1370.17,8221.0
2023-08,E031,Marketing,Content Strategist,7101.67,0.0,1420.33,8522.0
2023-08,E032,Marketing,Marketing Manager,7352.5,0.0,1470.5,8823.0
2023-08,E033,Marketing,Demand Generation Specialist,7603.33,0.0,1520.67,9124.0
2023-08,E034,Marketing,Content Strategist,7854.17,0.0,1570.83,9425.0
2023-08,E035,Product,Product Manager,9566.67,0.0,1913.33,11480.0
2023-08,E036,Product,Senior Product Manager,9925.0,0.0,1985.0,11910.0
2023-08,E037,Product,Product Designer,10283.33,0.0,2056.67,12340.0
2023-08,E038,Product,Product Manager,10641.67,0.0,2128.33,12770.0
2023-08,E039,Product,Senior Product Manager,11000.0,0.0,2200.0,13200.0
2023-08,E040,Operations,Operations Manager,5716.67,0.0,1143.33,6860.0
2023-08,E041,Operations,People Operations Specialist,5895.83,0.0,1179.17,7075.0
2023-08,E042,Operations,IT Administrator,6075.0,0.0,1215.0,7290.0
2023-08,E043,Operations,Operations Manager,6254.17,0.0,1250.83,7505.0
2023-08,E044,Operations,People Operations Specialist,6433.33,0.0,1286.67,7720.0
2023-08,E045,Operations,IT Administrator,6612.5,0.0,1322.5,7935.0
2023-08,E046,Operations,Operations Manager,6791.67,0.0,1358.33,8150.0
2023-08,E047,Finance,Financial Analyst,7433.33,0.0,1486.67,8920.0
2023-08,E048,Finance,Controller,7851.39,0.0,1570.28,9421.67
2023-08,E049,Finance,Accounting Manager,8269.44,0.0,1653.89,9923.33
2023-08,E050,Finance,Financial Analyst,8687.5,0.0,1737.5,10425.0
2023-09,E001,Engineering,Software Engineer,10600.0,0.0,2120.0,12720.0
2023-09,E002,Engineering,Senior Software Engineer,10726.47,0.0,2145.29,12871.76
2023-09,E003,Engineering,Staff Engineer,10852.94,0.0,2170.59,13023.53
2023-09,E004,Engineering,DevOps Engineer,10979.41,0.0,2195.88,13175.29
2023-09,E005,Engineering,Software Engineer,11105.88,0.0,2221.18,13327.06
2023-09,E006,Engineering,Senior Software Engineer,11232.35,0.0,2246.47,13478.82
2023-09,E007,Engineering,Staff Engineer,11358.82,0.0,2271.76,13630.59
2023-09,E008,Engineering,DevOps Engineer,11485.29,0.0,2297.06,13782.35
2023-09,E009,Engineering,Software Engineer,11611.76,0.0,2322.35,13934.12
2023-09,E010,Engineering,Senior Software Engineer,11738.24,0.0,2347.65,14085.88
2023-09,E011,Engineering,Staff Engineer,11864.71,0.0,2372.94,14237.65
2023-09,E012,Engineering,DevOps Engineer,11991.18,0.0,2398.24,14389.41
2023-09,E013,Engineering,Software Engineer,12117.65,0.0,2423.53,14541.18
2023-09,E014,Engineering,Senior Software Engineer,12244.12,0.0,2448.82,14692.94
2023-09,E015,Engineering,Staff Engineer,12370.59,0.0,2474.12,14844.71
2023-09,E016,Engineering,DevOps Engineer,12497.06,0.0,2499.41,14996.47
2023-09,E017,Engineering,Software Engineer,12623.53,0.0,2524.71,15148.24
2023-09,E018,Engineering,Senior Software Engineer,12750.0,0.0,2550.0,15300.0
2023-09,E019,Sales,Account Executive,7066.67,706.67,1413.33,9186.67
2023-09,E020,Sales,Sales Development Rep,7225.93,722.59,1445.19,9393.7
2023-09,E021,Sales,Sales Manager,7385.19,738.52,1477.04,9600.74
2023-09,E022,Sales,Account Executive,7544.44,754.44,1508.89,9807.78
2023-09,E023,Sales,Sales Development Rep,7703.7,770.37,1540.74,10014.81
2023-09,E024,Sales,Sales Manager,7862.96,786.3,1572.59,10221.85
2023-09,E025,Sales,Account Executive,8022.22,802.22,1604.44,10428.89
2023-09,E026,Sales,Sales Development Rep,8181.48,818.15,1636.3,10635.93
2023-09,E027,Sales,Sales Manager,8340.74,834.07,1668.15,10842.96
2023-09,E028,Sales,Account Executive,8500.0,850.0,1700.0,11050.0
2023-09,E029,Marketing,Marketing Manager,6600.0,0.0,1320.0,7920.0
2023-09,E030,Marketing,Demand Generation Specialist,6850.83,0.0,1370.17,8221.0
2023-09,E031,Marketing,Content Strategist,7101.67,0.0,1420.33,8522.0
2023-09,E032,Marketing,Marketing Manager,7352.5,0.0,1470.5,8823.0
2023-09,E033,Marketing,Demand Generation Specialist,7603.33,0.0,1520.67,9124.0
2023-09,E034,Marketing,Content Strategist,7854.17,0.0,1570.83,9425.0
2023-09,E035,Product,Product Manager,9566.67,0.0,1913.33,11480.0
2023-09,E036,Product,Senior Product Manager,9925.0,0.0,1985.0,11910.0
2023-09,E037,Product,Product Designer,10283.33,0.0,2056.67,12340.0
2023-09,E038,Product,Product Manager,10641.67,0.0,2128.33,12770.0
2023-09,E039,Product,Senior Product Manager,11000.0,0.0,2200.0,13200.0
2023-09,E040,Operations,Operations Manager,5716.67,0.0,1143.33,6860.0
2023-09,E041,Operations,People Operations Specialist,5895.83,0.0,1179.17,7075.0
2023-09,E042,Operations,IT Administrator,6075.0,0.0,1215.0,7290.0
2023-09,E043,Operations,Operations Manager,6254.17,0.0,1250.83,7505.0
2023-09,E044,Operations,People Operations Specialist,6433.33,0.0,1286.67,7720.0
2023-09,E045,Operations,IT Administrator,6612.5,0.0,1322.5,7935.0
2023-09,E046,Operations,Operations Manager,6791.67,0.0,1358.33,8150.0
2023-09,E047,Finance,Financial Analyst,7433.33,0.0,1486.67,8920.0
2023-09,E048,Finance,Controller,7851.39,0.0,1570.28,9421.67
2023-09,E049,Finance,Accounting Manager,8269.44,0.0,1653.89,9923.33
2023-09,E050,Finance,Financial Analyst,8687.5,0.0,1737.5,10425.0
2023-10,E001,Engineering,Software Engineer,10600.0,0.0,2120.0,12720.0
2023-10,E002,Engineering,Senior Software Engineer,10726.47,0.0,2145.29,12871.76
2023-10,E003,Engineering,Staff Engineer,10852.94,0.0,2170.59,13023.53
2023-10,E004,Engineering,DevOps Engineer,10979.41,0.0,2195.88,13175.29
2023-10,E005,Engineering,Software Engineer,11105.88,0.0,2221.18,13327.06
2023-10,E006,Engineering,Senior Software Engineer,11232.35,0.0,2246.47,13478.82
2023-10,E007,Engineering,Staff Engineer,11358.82,0.0,2271.76,13630.59
2023-10,E008,Engineering,DevOps Engineer,11485.29,0.0,2297.06,13782.35
2023-10,E009,Engineering,Software Engineer,11611.76,0.0,2322.35,13934.12
2023-10,E010,Engineering,Senior Software Engineer,11738.24,0.0,2347.65,14085.88
2023-10,E011,Engineering,Staff Engineer,11864.71,0.0,2372.94,14237.65
2023-10,E012,Engineering,DevOps Engineer,11991.18,0.0,2398.24,14389.41
2023-10,E013,Engineering,Software Engineer,12117.65,0.0,2423.53,14541.18
2023-10,E014,Engineering,Senior Software Engineer,12244.12,0.0,2448.82,14692.94
2023-10,E015,Engineering,Staff Engineer,12370.59,0.0,2474.12,14844.71
2023-10,E016,Engineering,DevOps Engineer,12497.06,0.0,2499.41,14996.47
2023-10,E017,Engineering,Software Engineer,12623.53,0.0,2524.71,15148.24
2023-10,E018,Engineering,Senior Software Engineer,12750.0,0.0,2550.0,15300.0
2023-10,E019,Sales,Account Executive,7066.67,706.67,1413.33,9186.67
2023-10,E020,Sales,Sales Development Rep,7225.93,722.59,1445.19,9393.7
2023-10,E021,Sales,Sales Manager,7385.19,738.52,1477.04,9600.74
2023-10,E022,Sales,Account Executive,7544.44,754.44,1508.89,9807.78
2023-10,E023,Sales,Sales Development Rep,7703.7,770.37,1540.74,10014.81
2023-10,E024,Sales,Sales Manager,7862.96,786.3,1572.59,10221.85
2023-10,E025,Sales,Account Executive,8022.22,802.22,1604.44,10428.89
2023-10,E026,Sales,Sales Development Rep,8181.48,818.15,1636.3,10635.93
2023-10,E027,Sales,Sales Manager,8340.74,834.07,1668.15,10842.96
2023-10,E028,Sales,Account Executive,8500.0,850.0,1700.0,11050.0
2023-10,E029,Marketing,Marketing Manager,6600.0,0.0,1320.0,7920.0
2023-10,E030,Marketing,Demand Generation Specialist,6850.83,0.0,1370.17,8221.0
2023-10,E031,Marketing,Content Strategist,7101.67,0.0,1420.33,8522.0
2023-10,E032,Marketing,Marketing Manager,7352.5,0.0,1470.5,8823.0
2023-10,E033,Marketing,Demand Generation Specialist,7603.33,0.0,1520.67,9124.0
2023-10,E034,Marketing,Content Strategist,7854.17,0.0,1570.83,9425.0
2023-10,E035,Product,Product Manager,9566.67,0.0,1913.33,11480.0
2023-10,E036,Product,Senior Product Manager,9925.0,0.0,1985.0,11910.0
2023-10,E037,Product,Product Designer,10283.33,0.0,2056.67,12340.0
2023-10,E038,Product,Product Manager,10641.67,0.0,2128.33,12770.0
2023-10,E039,Product,Senior Product Manager,11000.0,0.0,2200.0,13200.0
2023-10,E040,Operations,Operations Manager,5716.67,0.0,1143.33,6860.0
2023-10,E041,Operations,People Operations Specialist,5895.83,0.0,1179.17,7075.0
2023-10,E042,Operations,IT Administrator,6075.0,0.0,1215.0,7290.0
2023-10,E043,Operations,Operations Manager,6254.17,0.0,1250.83,7505.0
2023-10,E044,Operations,People Operations Specialist,6433.33,0.0,1286.67,7720.0
2023-10,E045,Operations,IT Administrator,6612.5,0.0,1322.5,7935.0
2023-10,E046,Operations,Operations Manager,6791.67,0.0,1358.33,8150.0
2023-10,E047,Finance,Financial Analyst,7433.33,0.0,1486.67,8920.0
2023-10,E048,Finance,Controller,7851.39,0.0,1570.28,9421.67
2023-10,E049,Finance,Accounting Manager,8269.44,0.0,1653.89,9923.33
2023-10,E050,Finance,Financial Analyst,8687.5,0.0,1737.5,10425.0
2023-11,E001,Engineering,Software Engineer,10600.0,0.0,2120.0,12720.0
2023-11,E002,Engineering,Senior Software Engineer,10726.47,0.0,2145.29,12871.76
2023-11,E003,Engineering,Staff Engineer,10852.94,0.0,2170.59,13023.53
2023-11,E004,Engineering,DevOps Engineer,10979.41,0.0,2195.88,13175.29
2023-11,E005,Engineering,Software Engineer,11105.88,0.0,2221.18,13327.06
2023-11,E006,Engineering,Senior Software Engineer,11232.35,0.0,2246.47,13478.82
2023-11,E007,Engineering,Staff Engineer,11358.82,0.0,2271.76,13630.59
2023-11,E008,Engineering,DevOps Engineer,11485.29,0.0,2297.06,13782.35
2023-11,E009,Engineering,Software Engineer,11611.76,0.0,2322.35,13934.12
2023-11,E010,Engineering,Senior Software Engineer,11738.24,0.0,2347.65,14085.88
2023-11,E011,Engineering,Staff Engineer,11864.71,0.0,2372.94,14237.65
2023-11,E012,Engineering,DevOps Engineer,11991.18,0.0,2398.24,14389.41
2023-11,E013,Engineering,Software Engineer,12117.65,0.0,2423.53,14541.18
2023-11,E014,Engineering,Senior Software Engineer,12244.12,0.0,2448.82,14692.94
2023-11,E015,Engineering,Staff Engineer,12370.59,0.0,2474.12,14844.71
2023-11,E016,Engineering,DevOps Engineer,12497.06,0.0,2499.41,14996.47
2023-11,E017,Engineering,Software Engineer,12623.53,0.0,2524.71,15148.24
2023-11,E018,Engineering,Senior Software Engineer,12750.0,0.0,2550.0,15300.0
2023-11,E019,Sales,Account Executive,7066.67,706.67,1413.33,9186.67
2023-11,E020,Sales,Sales Development Rep,7225.93,722.59,1445.19,9393.7
2023-11,E021,Sales,Sales Manager,7385.19,738.52,1477.04,9600.74
2023-11,E022,Sales,Account Executive,7544.44,754.44,1508.89,9807.78
2023-11,E023,Sales,Sales Development Rep,7703.7,770.37,1540.74,10014.81
2023-11,E024,Sales,Sales Manager,7862.96,786.3,1572.59,10221.85
2023-11,E025,Sales,Account Executive,8022.22,802.22,1604.44,10428.89
2023-11,E026,Sales,Sales Development Rep,8181.48,818.15,1636.3,10635.93
2023-11,E027,Sales,Sales Manager,8340.74,834.07,1668.15,10842.96
2023-11,E028,Sales,Account Executive,8500.0,850.0,1700.0,11050.0
2023-11,E029,Marketing,Marketing Manager,6600.0,0.0,1320.0,7920.0
2023-11,E030,Marketing,Demand Generation Specialist,6850.83,0.0,1370.17,8221.0
2023-11,E031,Marketing,Content Strategist,7101.67,0.0,1420.33,8522.0
2023-11,E032,Marketing,Marketing Manager,7352.5,0.0,1470.5,8823.0
2023-11,E033,Marketing,Demand Generation Specialist,7603.33,0.0,1520.67,9124.0
2023-11,E034,Marketing,Content Strategist,7854.17,0.0,1570.83,9425.0
2023-11,E035,Product,Product Manager,9566.67,0.0,1913.33,11480.0
2023-11,E036,Product,Senior Product Manager,9925.0,0.0,1985.0,11910.0
2023-11,E037,Product,Product Designer,10283.33,0.0,2056.67,12340.0
2023-11,E038,Product,Product Manager,10641.67,0.0,2128.33,12770.0
2023-11,E039,Product,Senior Product Manager,11000.0,0.0,2200.0,13200.0
2023-11,E040,Operations,Operations Manager,5716.67,0.0,1143.33,6860.0
2023-11,E041,Operations,People Operations Specialist,5895.83,0.0,1179.17,7075.0
2023-11,E042,Operations,IT Administrator,6075.0,0.0,1215.0,7290.0
2023-11,E043,Operations,Operations Manager,6254.17,0.0,1250.83,7505.0
2023-11,E044,Operations,People Operations Specialist,6433.33,0.0,1286.67,7720.0
2023-11,E045,Operations,IT Administrator,6612.5,0.0,1322.5,7935.0
2023-11,E046,Operations,Operations Manager,6791.67,0.0,1358.33,8150.0
2023-11,E047,Finance,Financial Analyst,7433.33,0.0,1486.67,8920.0
2023-11,E048,Finance,Controller,7851.39,0.0,1570.28,9421.67
2023-11,E049,Finance,Accounting Manager,8269.44,0.0,1653.89,9923.33
2023-11,E050,Finance,Financial Analyst,8687.5,0.0,1737.5,10425.0
2023-12,E001,Engineering,Software Engineer,10600.0,19080.0,2120.0,31800.0
2023-12,E002,Engineering,Senior Software Engineer,10726.47,19307.65,2145.29,32179.41
2023-12,E003,Engineering,Staff Engineer,10852.94,19535.29,2170.59,32558.82
2023-12,E004,Engineering,DevOps Engineer,10979.41,19762.94,2195.88,32938.24
2023-12,E005,Engineering,Software Engineer,11105.88,19990.59,2221.18,33317.65
2023-12,E006,Engineering,Senior Software Engineer,11232.35,20218.24,2246.47,33697.06
2023-12,E007,Engineering,Staff Engineer,11358.82,20445.88,2271.76,34076.47
2023-12,E008,Engineering,DevOps Engineer,11485.29,20673.53,2297.06,34455.88
2023-12,E009,Engineering,Software Engineer,11611.76,20901.18,2322.35,34835.29
2023-12,E010,Engineering,Senior Software Engineer,11738.24,21128.82,2347.65,35214.71
2023-12,E011,Engineering,Staff Engineer,11864.71,21356.47,2372.94,35594.12
2023-12,E012,Engineering,DevOps Engineer,11991.18,21584.12,2398.24,35973.53
2023-12,E013,Engineering,Software Engineer,12117.65,21811.76,2423.53,36352.94
2023-12,E014,Engineering,Senior Software Engineer,12244.12,22039.41,2448.82,36732.35
2023-12,E015,Engineering,Staff Engineer,12370.59,22267.06,2474.12,37111.76
2023-12,E016,Engineering,DevOps Engineer,12497.06,22494.71,2499.41,37491.18
2023-12,E017,Engineering,Software Engineer,12623.53,22722.35,2524.71,37870.59
2023-12,E018,Engineering,Senior Software Engineer,12750.0,22950.0,2550.0,38250.0
2023-12,E019,Sales,Account Executive,7066.67,13426.67,1413.33,21906.67
2023-12,E020,Sales,Sales Development Rep,7225.93,13729.26,1445.19,22400.37
2023-12,E021,Sales,Sales Manager,7385.19,14031.85,1477.04,22894.07
2023-12,E022,Sales,Account Executive,7544.44,14334.44,1508.89,23387.78
2023-12,E023,Sales,Sales Development Rep,7703.7,14637.04,1540.74,23881.48
2023-12,E024,Sales,Sales Manager,7862.96,14939.63,1572.59,24375.19
2023-12,E025,Sales,Account Executive,8022.22,15242.22,1604.44,24868.89
2023-12,E026,Sales,Sales Development Rep,8181.48,15544.81,1636.3,25362.59
2023-12,E027,Sales,Sales Manager,8340.74,15847.41,1668.15,25856.3
2023-12,E028,Sales,Account Executive,8500.0,16150.0,1700.0,26350.0
2023-12,E029,Marketing,Marketing Manager,6600.0,11880.0,1320.0,19800.0
2023-12,E030,Marketing,Demand Generation Specialist,6850.83,12331.5,1370.17,20552.5
2023-12,E031,Marketing,Content Strategist,7101.67,12783.0,1420.33,21305.0
2023-12,E032,Marketing,Marketing Manager,7352.5,13234.5,1470.5,22057.5
2023-12,E033,Marketing,Demand Generation Specialist,7603.33,13686.0,1520.67,22810.0
2023-12,E034,Marketing,Content Strategist,7854.17,14137.5,1570.83,23562.5
2023-12,E035,Product,Product Manager,9566.67,17220.0,1913.33,28700.0
2023-12,E036,Product,Senior Product Manager,9925.0,17865.0,1985.0,29775.0
2023-12,E037,Product,Product Designer,10283.33,18510.0,2056.67,30850.0
2023-12,E038,Product,Product Manager,10641.67,19155.0,2128.33,31925.0
2023-12,E039,Product,Senior Product Manager,11000.0,19800.0,2200.0,33000.0
2023-12,E040,Operations,Operations Manager,5716.67,10290.0,1143.33,17150.0
2023-12,E041,Operations,People Operations Specialist,5895.83,10612.5,1179.17,17687.5
2023-12,E042,Operations,IT Administrator,6075.0,10935.0,1215.0,18225.0
2023-12,E043,Operations,Operations Manager,6254.17,11257.5,1250.83,18762.5
2023-12,E044,Operations,People Operations Specialist,6433.33,11580.0,1286.67,19300.0
2023-12,E045,Operations,IT Administrator,6612.5,11902.5,1322.5,19837.5
2023-12,E046,Operations,Operations Manager,6791.67,12225.0,1358.33,20375.0
2023-12,E047,Finance,Financial Analyst,7433.33,13380.0,1486.67,22300.0
2023-12,E048,Finance,Controller,7851.39,14132.5,1570.28,23554.17
2023-12,E049,Finance,Accounting Manager,8269.44,14885.0,1653.89,24808.33
2023-12,E050,Finance,Financial Analyst,8687.5,15637.5,1737.5,26062.5
2024-01,E001,Engineering,Software Engineer,11660.0,0.0,2332.0,13992.0
2024-01,E002,Engineering,Senior Software Engineer,11799.12,0.0,2359.82,14158.94
2024-01,E003,Engineering,Staff Engineer,11938.24,0.0,2387.65,14325.88
2024-01,E004,Engineering,DevOps Engineer,12077.35,0.0,2415.47,14492.82
2024-01,E005,Engineering,Software Engineer,12216.47,0.0,2443.29,14659.76
2024-01,E006,Engineering,Senior Software Engineer,12355.59,0.0,2471.12,14826.71
2024-01,E007,Engineering,Staff Engineer,12494.71,0.0,2498.94,14993.65
2024-01,E008,Engineering,DevOps Engineer,12633.82,0.0,2526.76,15160.59
2024-01,E009,Engineering,Software Engineer,12772.94,0.0,2554.59,15327.53
2024-01,E010,Engineering,Senior Software Engineer,12912.06,0.0,2582.41,15494.47
2024-01,E011,Engineering,Staff Engineer,13051.18,0.0,2610.24,15661.41
2024-01,E012,Engineering,DevOps Engineer,13190.29,0.0,2638.06,15828.35
2024-01,E013,Engineering,Software Engineer,13329.41,0.0,2665.88,15995.29
2024-01,E014,Engineering,Senior Software Engineer,13468.53,0.0,2693.71,16162.24
2024-01,E015,Engineering,Staff Engineer,13607.65,0.0,2721.53,16329.18
2024-01,E016,Engineering,DevOps Engineer,13746.76,0.0,2749.35,16496.12
2024-01,E017,Engineering,Software Engineer,13885.88,0.0,2777.18,16663.06
2024-01,E018,Engineering,Senior Software Engineer,14025.0,0.0,2805.0,16830.0
2024-01,E019,Sales,Account Executive,7773.33,777.33,1554.67,10105.33
2024-01,E020,Sales,Sales Development Rep,7948.52,794.85,1589.7,10333.07
2024-01,E021,Sales,Sales Manager,8123.7,812.37,1624.74,10560.81
2024-01,E022,Sales,Account Executive,8298.89,829.89,1659.78,10788.56
2024-01,E023,Sales,Sales Development Rep,8474.07,847.41,1694.81,11016.3
2024-01,E024,Sales,Sales Manager,8649.26,864.93,1729.85,11244.04
2024-01,E025,Sales,Account Executive,8824.44,882.44,1764.89,11471.78
2024-01,E026,Sales,Sales Development Rep,8999.63,899.96,1799.93,11699.52
2024-01,E027,Sales,Sales Manager,9174.81,917.48,1834.96,11927.26
2024-01,E028,Sales,Account Executive,9350.0,935.0,1870.0,12155.0
2024-01,E029,Marketing,Marketing Manager,7260.0,0.0,1452.0,8712.0
2024-01,E030,Marketing,Demand Generation Specialist,7535.92,0.0,1507.18,9043.1
2024-01,E031,Marketing,Content Strategist,7811.83,0.0,1562.37,9374.2
2024-01,E032,Marketing,Marketing Manager,8087.75,0.0,1617.55,9705.3
2024-01,E033,Marketing,Demand Generation Specialist,8363.67,0.0,1672.73,10036.4
2024-01,E034,Marketing,Content Strategist,8639.58,0.0,1727.92,10367.5
2024-01,E035,Product,Product Manager,10523.33,0.0,2104.67,12628.0
2024-01,E036,Product,Senior Product Manager,10917.5,0.0,2183.5,13101.0
2024-01,E037,Product,Product Designer,11311.67,0.0,2262.33,13574.0
2024-01,E038,Product,Product Manager,11705.83,0.0,2341.17,14047.0
2024-01,E039,Product,Senior Product Manager,12100.0,0.0,2420.0,14520.0
2024-01,E040,Operations,Operations Manager,6288.33,0.0,1257.67,7546.0
2024-01,E041,Operations,People Operations Specialist,6485.42,0.0,1297.08,7782.5
2024-01,E042,Operations,IT Administrator,6682.5,0.0,1336.5,8019.0
2024-01,E043,Operations,Operations Manager,6879.58,0.0,1375.92,8255.5
2024-01,E044,Operations,People Operations Specialist,7076.67,0.0,1415.33,8492.0
2024-01,E045,Operations,IT Administrator,7273.75,0.0,1454.75,8728.5
2024-01,E046,Operations,Operations Manager,7470.83,0.0,1494.17,8965.0
2024-01,E047,Finance,Financial Analyst,8176.67,0.0,1635.33,9812.0
2024-01,E048,Finance,Controller,8636.53,0.0,1727.31,10363.83
2024-01,E049,Finance,Accounting Manager,9096.39,0.0,1819.28,10915.67
2024-01,E050,Finance,Financial Analyst,9556.25,0.0,1911.25,11467.5
2024-02,E001,Engineering,Software Engineer,11660.0,0.0,2332.0,13992.0
2024-02,E002,Engineering,Senior Software Engineer,11799.12,0.0,2359.82,14158.94
2024-02,E003,Engineering,Staff Engineer,11938.24,0.0,2387.65,14325.88
2024-02,E004,Engineering,DevOps Engineer,12077.35,0.0,2415.47,14492.82
2024-02,E005,Engineering,Software Engineer,12216.47,0.0,2443.29,14659.76
2024-02,E006,Engineering,Senior Software Engineer,12355.59,0.0,2471.12,14826.71
2024-02,E007,Engineering,Staff Engineer,12494.71,0.0,2498.94,14993.65
2024-02,E008,Engineering,DevOps Engineer,12633.82,0.0,2526.76,15160.59
2024-02,E009,Engineering,Software Engineer,12772.94,0.0,2554.59,15327.53
2024-02,E010,Engineering,Senior Software Engineer,12912.06,0.0,2582.41,15494.47
2024-02,E011,Engineering,Staff Engineer,13051.18,0.0,2610.24,15661.41
2024-02,E012,Engineering,DevOps Engineer,13190.29,0.0,2638.06,15828.35
2024-02,E013,Engineering,Software Engineer,13329.41,0.0,2665.88,15995.29
2024-02,E014,Engineering,Senior Software Engineer,13468.53,0.0,2693.71,16162.24
2024-02,E015,Engineering,Staff Engineer,13607.65,0.0,2721.53,16329.18
2024-02,E016,Engineering,DevOps Engineer,13746.76,0.0,2749.35,16496.12
2024-02,E017,Engineering,Software Engineer,13885.88,0.0,2777.18,16663.06
2024-02,E018,Engineering,Senior Software Engineer,14025.0,0.0,2805.0,16830.0
2024-02,E019,Sales,Account Executive,7773.33,777.33,1554.67,10105.33
2024-02,E020,Sales,Sales Development Rep,7948.52,794.85,1589.7,10333.07
2024-02,E021,Sales,Sales Manager,8123.7,812.37,1624.74,10560.81
2024-02,E022,Sales,Account Executive,8298.89,829.89,1659.78,10788.56
2024-02,E023,Sales,Sales Development Rep,8474.07,847.41,1694.81,11016.3
2024-02,E024,Sales,Sales Manager,8649.26,864.93,1729.85,11244.04
2024-02,E025,Sales,Account Executive,8824.44,882.44,1764.89,11471.78
2024-02,E026,Sales,Sales Development Rep,8999.63,899.96,1799.93,11699.52
2024-02,E027,Sales,Sales Manager,9174.81,917.48,1834.96,11927.26
2024-02,E028,Sales,Account Executive,9350.0,935.0,1870.0,12155.0
2024-02,E029,Marketing,Marketing Manager,7260.0,0.0,1452.0,8712.0
2024-02,E030,Marketing,Demand Generation Specialist,7535.92,0.0,1507.18,9043.1
2024-02,E031,Marketing,Content Strategist,7811.83,0.0,1562.37,9374.2
2024-02,E032,Marketing,Marketing Manager,8087.75,0.0,1617.55,9705.3
2024-02,E033,Marketing,Demand Generation Specialist,8363.67,0.0,1672.73,10036.4
2024-02,E034,Marketing,Content Strategist,8639.58,0.0,1727.92,10367.5
2024-02,E035,Product,Product Manager,10523.33,0.0,2104.67,12628.0
2024-02,E036,Product,Senior Product Manager,10917.5,0.0,2183.5,13101.0
2024-02,E037,Product,Product Designer,11311.67,0.0,2262.33,13574.0
2024-02,E038,Product,Product Manager,11705.83,0.0,2341.17,14047.0
2024-02,E039,Product,Senior Product Manager,12100.0,0.0,2420.0,14520.0
2024-02,E040,Operations,Operations Manager,6288.33,0.0,1257.67,7546.0
2024-02,E041,Operations,People Operations Specialist,6485.42,0.0,1297.08,7782.5
2024-02,E042,Operations,IT Administrator,6682.5,0.0,1336.5,8019.0
2024-02,E043,Operations,Operations Manager,6879.58,0.0,1375.92,8255.5
2024-02,E044,Operations,People Operations Specialist,7076.67,0.0,1415.33,8492.0
2024-02,E045,Operations,IT Administrator,7273.75,0.0,1454.75,8728.5
2024-02,E046,Operations,Operations Manager,7470.83,0.0,1494.17,8965.0
2024-02,E047,Finance,Financial Analyst,8176.67,0.0,1635.33,9812.0
2024-02,E048,Finance,Controller,8636.53,0.0,1727.31,10363.83
2024-02,E049,Finance,Accounting Manager,9096.39,0.0,1819.28,10915.67
2024-02,E050,Finance,Financial Analyst,9556.25,0.0,1911.25,11467.5
2024-03,E001,Engineering,Software Engineer,11660.0,0.0,2332.0,13992.0
2024-03,E002,Engineering,Senior Software Engineer,11799.12,0.0,2359.82,14158.94
2024-03,E003,Engineering,Staff Engineer,11938.24,0.0,2387.65,14325.88
2024-03,E004,Engineering,DevOps Engineer,12077.35,0.0,2415.47,14492.82
2024-03,E005,Engineering,Software Engineer,12216.47,0.0,2443.29,14659.76
2024-03,E006,Engineering,Senior Software Engineer,12355.59,0.0,2471.12,14826.71
2024-03,E007,Engineering,Staff Engineer,12494.71,0.0,2498.94,14993.65
2024-03,E008,Engineering,DevOps Engineer,12633.82,0.0,2526.76,15160.59
2024-03,E009,Engineering,Software Engineer,12772.94,0.0,2554.59,15327.53
